NAME,TICKER,COUNTRY,ICB,INDUS,SUP SEC,SEC,SUB SEC
John Bean Technologies Corp.,JBT,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Higher One Holdings Inc.,ONE,United States,2795,Industrials,Industrial Goods & Services,Support Services,Financial Administration
Badger Meter Inc.,BMI,United States,2737,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment
Cascade Corp.,CASC,Canada,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Biglari Holdings Inc.,BH,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Dynex Capital Inc.,DX,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Felcor Lodging Trust Inc.,FCH,United States,8677,Financials,Real Estate,Real Estate Investment Trusts,Hotel & Lodging Real Estate Investment Trusts
KBW Inc.,KBW,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Maidenform Brands Inc.,MFB,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Ruby Tuesday Inc.,RT,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Lumber Liquidators Holdings Inc.,LL,United States,5375,Consumer Services,Retail,General Retailers,Home Improvement Retailers
PennyMac Mortgage Investment Trust,PMT,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
KAR Auction Services Inc.,KAR,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
RealD Inc.,RLD,United States,3743,Consumer Goods,Personal & Household Goods,Leisure Goods,Consumer Electronics
Elster Group SE,ELT,Germany,2737,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment
OfficeMax Inc.,OMX,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Clear Channel Outdoor Holdings Inc.,CCO,United States,5555,Consumer Services,Media,Media,Media Agencies
Getty Realty Corp.,GTY,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Investment Technology Group Inc.,ITG,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Krispy Kreme Doughnuts Inc.,KKD,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
National Presto Industries Inc.,NPK,United States,3722,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Durable Household Products
Petrobras Argentina S.A.,PZE,Argentina,0537,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas
Premiere Global Services Inc.,PGI,United States,9537,Technology,Technology,Software & Computer Services,Software
Radian Group Inc.,RDN,United States,8779,Financials,Financial Services,Financial Services,Mortgage Finance
Skechers USA Inc. Cl A,SKX,United States,3765,Consumer Goods,Personal & Household Goods,Personal Goods,Footwear
Triple-S Management Corp. Cl B,GTS,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Bridgepoint Education Inc.,BPI,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
Pampa Energia S.A.,PAM,Argentina,7535,Utilities,Utilities,Electricity,Conventional Electricity
Laredo Petroleum Holdings Inc.,LPI,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Vaalco Energy Inc.,EGY,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Weis Markets Inc.,WMK,United States,5337,Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers
Wausau Paper Corp.,WPP,United States,1737,Basic Materials,Basic Resources,Forestry & Paper,Paper
Brown Shoe Co. Inc.,BWS,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
Boyd Gaming Corp.,BYD,United States,5752,Consumer Services,Travel & Leisure,Travel & Leisure,Gambling
Chiquita Brands International Inc.,CQB,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Comfort Systems USA Inc.,FIX,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Mueller Water Products Inc.,MWA,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Piper Jaffray Cos.,PJC,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Standard Pacific Corp.,SPF,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
Stage Stores Inc.,SSI,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
TNS Inc.,TNS,United States,9578,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment
LDK Solar Co. Ltd.,LDK,China,0583,Oil & Gas,Oil & Gas,Alternative Energy,Renewable Energy Equipment
Dice Holdings Inc.,DHX,United States,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
Giant Interactive Group Inc.,GA,China,3747,Consumer Goods,Personal & Household Goods,Leisure Goods,Toys
Select Medical Holdings Corp.,SEM,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Kennedy-Wilson Holdings Inc.,KW,United States,8633,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development
Promotora de Informaciones S.A. Cl B,PRIS/B,Spain,5557,Consumer Services,Media,Media,Publishing
Universal Health Realty Income Trust,UHT,United States,8675,Financials,Real Estate,Real Estate Investment Trusts,Specialty Real Estate Investment Trusts
Citizens Inc. Cl A,CIA,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
Checkpoint Systems Inc.,CKP,United States,2737,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment
Cantel Medical Corp.,CMN,United States,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
Endeavour International Corp.,END,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
FBL Financial Group Inc.,FFG,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
Goodrich Petroleum Corp.,GDP,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Kronos Worldwide Inc.,KRO,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Modine Manufacturing Co.,MOD,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
Myers Industries Inc.,MYE,United States,2723,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging
RailAmerica Inc.,RA,United States,2775,Industrials,Industrial Goods & Services,Industrial Transportation,Railroads
InterXion Holding N.V.,INXN,United States,9533,Technology,Technology,Software & Computer Services,Computer Services
Universal American Corp.,UAM,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Consolidated Graphics Inc.,CGX,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Ennis Inc.,EBF,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Callaway Golf Co.,ELY,United States,3745,Consumer Goods,Personal & Household Goods,Leisure Goods,Recreational Products
Kemet Corp.,KEM,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
McCormick & Co. Inc. Com. Vtg.,MKC/V,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Patni Computer Systems Ltd.,PTI,India,9533,Technology,Technology,Software & Computer Services,Computer Services
Ramco-Gershenson Properties Trust,RPT,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Resource Capital Corp.,RSO,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Sunrise Senior Living Inc.,SRZ,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Superior Industries International Inc.,SUP,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
CoreSite Realty Corp.,COR,United States,8675,Financials,Real Estate,Real Estate Investment Trusts,Specialty Real Estate Investment Trusts
American Vanguard Corp.,AVD,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Chesapeake Utilities Corp.,CPK,United States,7573,Utilities,Utilities,Gas, Water & Multiutilities,Gas Distribution
Central Vermont Public Service Corp.,CV,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Viad Corp.,VVI,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Harte-Hanks Inc.,HHS,United States,5555,Consumer Services,Media,Media,Media Agencies
Neenah Paper Inc.,NP,United States,1737,Basic Materials,Basic Resources,Forestry & Paper,Paper
Texas Pacific Land Trust Sub Share Ctf,TPL,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Tejon Ranch Co.,TRC,United States,8633,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development
Flagstone Reinsurance Holdings Ltd.,FSR,United States,8538,Financials,Insurance,Nonlife Insurance,Reinsurance
Duff & Phelps Corp. Cl A,DUF,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
iSoftStone Holdings Ltd.,ISS,China,9533,Technology,Technology,Software & Computer Services,Computer Services
Yingli Green Energy Holding Co. Ltd.,YGE,China,0583,Oil & Gas,Oil & Gas,Alternative Energy,Renewable Energy Equipment
Vanguard Health Systems Inc.,VHS,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Urstadt Biddle Properties Inc. Cl A,UBA,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Intermec Inc.,IN,United States,9572,Technology,Technology,Technology Hardware & Equipment,Computer Hardware
Movado Group Inc.,MOV,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
PetroQuest Energy Inc.,PQ,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Suntech Power Holdings Co. Ltd.,STP,China,0583,Oil & Gas,Oil & Gas,Alternative Energy,Renewable Energy Equipment
ExamWorks Group Inc.,EXAM,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Accuride Corp.,ACW,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
BPZ Resources Inc.,BPZ,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
CTS Corp.,CTS,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Emergent Biosolutions Inc.,EBS,United States,4573,Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology
Methode Electronics Inc.,MEI,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Ormat Technologies Inc.,ORA,United States,7537,Utilities,Utilities,Electricity,Alternative Electricity
Trex Co. Inc.,TREX,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
MFC Industrial Ltd.,MIL,Canada,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Pros Holdings Inc.,PRO,United States,9537,Technology,Technology,Software & Computer Services,Software
PharMerica Corp.,PMC,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
E-House (China) Holdings Ltd.,EJ,China,8637,Financials,Real Estate,Real Estate Investment & Services,Real Estate Services
EnergySolutions Inc.,ES,United States,2799,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services
Dole Food Co. Inc.,DOLE,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Mistras Group Inc.,MG,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Calix Inc.,CALX,United States,9533,Technology,Technology,Software & Computer Services,Computer Services
Excel Trust Inc.,EXL,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Hudson Pacific Properties Inc.,HPP,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
China Kanghui Holdings,KH,China,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
Vonage Holdings Corp.,VG,United States,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Hilltop Holdings Inc.,HTH,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
BLYTH Inc.,BTH,United States,3724,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Nondurable Household Products
Celadon Group Inc.,CGI,United States,2779,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking
Gruma S.A.B. de C.V.,GMK,Mexico,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
LeapFrog Enterprises Inc. Cl A,LF,United States,3747,Consumer Goods,Personal & Household Goods,Leisure Goods,Toys
Metropolitan Health Networks Inc.,MDF,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Monmouth Real Estate Investment Corp. Cl A,MNR,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
OneBeacon Insurance Group Ltd. Cl A,OB,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Provident New York Bancorp,PBNY,United States,8355,Financials,Banks,Banks,Banks
Fly Leasing Ltd.,FLY,Ireland,2777,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services
Zep Inc.,ZEP,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Fabrinet,FN,China,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
WNS (Holdings) Ltd.,WNS,India,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Assisted Living Concepts Inc. Cl A,ALC,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Brookfield Residential Properties Inc.,BRP,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
China Yuchai International Ltd.,CYD,China,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Safeguard Scientifics Inc.,SFE,United States,8775,Financials,Financial Services,Financial Services,Specialty Finance
STR Holdings Inc.,STRI,United States,0583,Oil & Gas,Oil & Gas,Alternative Energy,Renewable Energy Equipment
Campus Crest Communities Inc.,CCG,United States,8673,Financials,Real Estate,Real Estate Investment Trusts,Residential Real Estate Investment Trusts
E-Commerce China Dangdang Inc.,DANG,China,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Valhi Inc.,VHI,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Tata Communications Ltd.,TCL,India,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Cal Dive International Inc.,DVR,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
GenCorp Inc.,GY,United States,2717,Industrials,Industrial Goods & Services,Aerospace & Defense,Defense
Kite Realty Group Trust,KRG,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
SJW Corp.,SJW,United States,7577,Utilities,Utilities,Gas, Water & Multiutilities,Water
Apollo Commercial Real Estate Finance Inc.,ARI,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Pilgrim's Pride Corp.,PPC,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Wesco Aircraft Holdings Inc.,WAIR,United States,2777,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services
Saul Centers Inc.,BFS,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
CBIZ Inc,CBZ,United States,2795,Industrials,Industrial Goods & Services,Support Services,Financial Administration
Callon Petroleum Co.,CPE,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Alliance One International Inc.,AOI,United States,3785,Consumer Goods,Personal & Household Goods,Tobacco,Tobacco
DRDGOLD Ltd.,DRD,South Africa,1777,Basic Materials,Basic Resources,Mining,Gold Mining
Federal Signal Corp.,FSS,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Winthrop Realty Trust,FUR,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Hudson Valley Holding Corp.,HVB,United States,8355,Financials,Banks,Banks,Banks
Navios Maritime Holdings Inc.,NM,Greece,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
E.W. Scripps Co. Cl A,SSP,United States,5557,Consumer Services,Media,Media,Publishing
7 Days Group Holdings Ltd.,SVN,China,5753,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels
Quad/Graphics Inc.,QUAD,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Promotora de Informaciones S.A. Cl A,PRIS,Spain,5557,Consumer Services,Media,Media,Publishing
USANA Health Sciences Inc.,USNA,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Universal Technical Institute Inc.,UTI,United States,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
Unitil Corp.,UTL,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Venoco Inc.,VQ,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Ciber Inc.,CBR,United States,9533,Technology,Technology,Software & Computer Services,Computer Services
Frontline Ltd.,FRO,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Furmanite Corp.,FRM,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
XO Group Inc.,XOXO,United States,5557,Consumer Services,Media,Media,Publishing
CapLease Inc.,LSE,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
Symmetry Medical Inc.,SMA,United States,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
Sterling Bancorp,STL,United States,8355,Financials,Banks,Banks,Banks
Kadant Inc.,KAI,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
The Dolan Co.,DM,United States,2795,Industrials,Industrial Goods & Services,Support Services,Financial Administration
Brasil Telecom S/A,BTM/C,Brazil,,,,,,,,
Douglas Dynamics Inc.,PLOW,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Noranda Aluminum Holding Corp.,NOR,United States,1753,Basic Materials,Basic Resources,Industrial Metals & Mining,Aluminum
Envestnet Inc.,ENV,United States,9535,Technology,Technology,Software & Computer Services,Internet
Inphi Corp.,IPHI,United States,9576,Technology,Technology,Technology Hardware & Equipment,Semiconductors
Booz Allen & Hamilton Inc.,BAH,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Thermon Group Holdings Inc.,THR,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Winnebago Industries Inc.,WGO,United States,3745,Consumer Goods,Personal & Household Goods,Leisure Goods,Recreational Products
Cedar Realty Trust Inc.,CDR,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Global Cash Access Holdings Inc.,GCA,United States,2795,Industrials,Industrial Goods & Services,Support Services,Financial Administration
GFI Group Inc.,GFIG,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Marcus Corp.,MCS,United States,5755,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services
Overseas Shipholding Group Inc.,OSG,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
CAI International Inc.,CAP,United States,2777,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services
HHGregg Inc.,HGG,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Summit Hotel Properties Inc.,INN,United States,8677,Financials,Real Estate,Real Estate Investment Trusts,Hotel & Lodging Real Estate Investment Trusts
CBS Corp. Cl A,CBS/A,United States,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
Westwood Holdings Group Inc.,WHG,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
Agree Realty Corp.,ADC,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Beazer Homes USA Inc.,BZH,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
Capital Senior Living Corp.,CSU,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
GP Strategies Corp.,GPX,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Hubbell Inc. Cl A,HUB/A,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Medifast Inc.,MED,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Cenveo Inc.,CVO,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
OMNOVA Solutions Inc.,OMN,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Stoneridge Inc.,SRI,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
Stewart Information Services Corp.,STC,United States,8779,Financials,Financial Services,Financial Services,Mortgage Finance
Teekay Tankers Ltd.,TNK,Greece,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Global Geophysical Services Inc.,GGS,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Ameresco Inc. Cl A,AMRC,United States,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
C&J Energy Services Inc.,CJES,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
World Wrestling Entertainment Inc. Cl A,WWE,United States,5755,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services
Alamo Group Inc.,ALG,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Aegean Marine Petroleum Network Inc.,ANW,Greece,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
BBVA Banco Frances S.A.,BFR,Argentina,8355,Financials,Banks,Banks,Banks
Harvest Natural Resources Inc.,HNR,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Haverty Furniture Cos. Inc.,HVT,United States,5375,Consumer Services,Retail,General Retailers,Home Improvement Retailers
M/I Homes Inc.,MHO,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
NCI Building Systems Inc.,NCS,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Panhandle Oil & Gas Inc.,PHX,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Phoenix Cos. Inc.,PNX,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
Rex American Resources Corp.,REX,United States,0587,Oil & Gas,Oil & Gas,Alternative Energy,Alternative Fuels
Systemax Inc.,SYX,United States,9572,Technology,Technology,Technology Hardware & Equipment,Computer Hardware
IntraLinks Holdings Inc.,IL,United States,9537,Technology,Technology,Software & Computer Services,Software
Demand Media Inc.,DMD,United States,5557,Consumer Services,Media,Media,Publishing
Qihoo 360 Technology Co. Ltd.,QIHU,China,9535,Technology,Technology,Software & Computer Services,Internet
Sanchez Energy Corp.,SN,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Cementos Pacasmayo S.A.A.,CPAC,Peru,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Willbros Group Inc.,WG,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
AMN Healthcare Services Inc.,AHS,United States,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
American Reprographics Co.,ARC,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
A.M. Castle & Co.,CAS,United States,2797,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers
Cambrex Corp.,CBM,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Constellation Brands Inc. Cl B,STZ/B,United States,3535,Consumer Goods,Food & Beverage,Beverages,Distillers & Vintners
CDI Corp.,CDI,United States,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
Cogdell Spencer Inc.,CSA,United States,,,,,,,,
Genco Shipping & Trading Ltd.,GNK,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
IRSA-Inversiones y Representaciones S.A. GDS,IRS,Argentina,8633,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development
One Liberty Properties Inc.,OLP,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Parkway Properties Inc.,PKY,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
Penn Virginia Corp.,PVA,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
RAIT Financial Trust,RAS,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Talbots Inc.,TLB,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
Speedway Motorsports Inc.,TRK,United States,5755,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services
MagnaChip Semiconductor Corp.,MX,United States,9576,Technology,Technology,Technology Hardware & Equipment,Semiconductors
SouFun Holdings Ltd.,SFUN,China,5555,Consumer Services,Media,Media,Media Agencies
AG Mortgage Investment Trust Inc.,MITT,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Phoenix New Media Ltd. Cl A,FENG,China,5557,Consumer Services,Media,Media,Publishing
Rouse Properties Inc.,RSE,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
U.S. Silica Holdings Inc.,SLCA,United States,1775,Basic Materials,Basic Resources,Mining,General Mining
Delek US Holdings Inc.,DK,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Entercom Communications Corp. Cl A,ETM,United States,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
GAMCO Investors Inc. Cl A,GBL,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
MarineMax Inc.,HZO,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Imation Corp.,IMN,United States,9572,Technology,Technology,Technology Hardware & Equipment,Computer Hardware
Journal Communications Inc. Cl A,JRN,United States,5557,Consumer Services,Media,Media,Publishing
Lennar Corp. Cl B,LEN/B,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
Steinway Musical Instruments Inc.,LVB,United States,3745,Consumer Goods,Personal & Household Goods,Leisure Goods,Recreational Products
MoneyGram International Inc.,MGI,United States,8773,Financials,Financial Services,Financial Services,Consumer Finance
Miller Industries Inc.,MLR,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
SWS Group Inc.,SWS,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Transportadora de Gas del Sur S.A.,TGS,Argentina,0577,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Pipelines
China Digital TV Holding Co. Ltd.,STV,United States,2737,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment
Orion Marine Group Inc.,ORN,United States,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
Terreno Realty Corp.,TRNO,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
Scorpio Tankers Inc.,STNG,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Roadrunner Transportation Systems Inc.,RRTS,United States,2777,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services
SeaCube Container Leasing Ltd.,BOX,United States,2777,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services
Costamare Inc.,CMRE,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Aeroflex Holding Corp.,ARX,United States,2737,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment
